"id";"einrichtung";"bezeichnung";"anschrift_verwaltung";"strasse";"hnr";"hnrz";"plz";"adr_nr";"stadtteil";"fon";"url";"e_mail";"geom";"ds_modified";"einrichtungsart";"url_www";"file_name"
31;"Friedhof Cotta";"EV08";"Gorbitzer Straße 6";"Gorbitzer Straße";6;;"01157";16375;"98";"0351-4210488";"www.kirchspiel-dresden-west.de/gemeinden/cotta/friedhof/";"Friedhof-Cotta@arcor.de";"SRID=4326;POINT(13.67169004463028869623 51.05156396386499295659)";2025-03-20 10:58:11;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2222976&k=5262AE615B15B7AAAF81808758F51289";"Lageplan_EV08_Friedhof Cotta.pdf"
54;"Kaditz 2. Friedhof, Serkowitzer Straße (beschränkt geschlossen)";"EV16";"Serkowitzer Straße 39";;;;;;"23";"0351-8361964";"www.laurentius-dresden.de/ueber-uns/kirchen-und-friedhoefe/unsere-friedhoefe/franzosenfriedhof";"friedhof.dresden-kaditz@evlks.de";"SRID=4326;POINT(13.67072566177424697287 51.08475024913296635987)";2025-03-20 11:05:39;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2222984&k=E0B973F4B9C2228025F83A273A5813C7";"Lageplan_EV16_Kaditz, Friedhof Serkowitzer Straße.pdf"
3;"Innerer Matthäusfriedhof";"EV25";"Friedrichstraße 43";"Friedrichstraße";43;;"01067";14704;"05";"0351-49769197";"www.annen-matthaeus-kirchgemeinde-dresden.de";"kg.dresden_annen_matthaeus@evlks.de";"SRID=4326;POINT(13.71535934293187075639 51.06035185341165316686)";2025-03-20 11:08:17;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2222994&k=0F6D02A081FB8BF582900AE4E2A89D97";"Lageplan_EV25_Innerer Matthäusfriedhof.pdf"
11;"Alter Friedhof Klotzsche";"EV18";"Gertrud-Caspari-Straße 12";"Am Hellerrand";2;"a";"01109";2401;"31";"0351-8805225";"www.kirchgemeinde-klotzsche.de/index.php?id=3";"kg.dd_klotzsche@evlks.de";"SRID=4326;POINT(13.76358453828027883503 51.11032014262342215716)";2025-03-20 11:06:43;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2222987&k=8913BDC5FEF7A8F4A44BF0C765275C22";"Lageplan_EV18_Alter Friedhof Klotzsche.pdf"
4;"Eliasfriedhof (geschlossen)";"EV09";"Wehlener Straße 13";"Ziegelstraße";22;;"01069";76819;"02";"0315-2510121";"eliasfriedhof.de/";"info@eliasfriedhof.de";"SRID=4326;POINT(13.75661222539019057365 51.05357510221727324051)";2025-03-20 10:59:24;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2222980&k=EB128C3D096E93BF278D43FE3927F1C0";"Lageplan_EV09_Eliasfriedhof.pdf"
48;"Alter Jüdischer Friedhof (geschlossen)";"JU01";"Hasenberg 1";"Pulsnitzer Straße";12;;"01099";54578;"11";"0351-656070";"www.dresden.de/de/tourismus/sehen/sehenswuerdigkeiten/neustadt/juedischer-friedhof.php";"Jued.Gemeinde.zu-DD@freenet.de, verwaltungsleitung@jg-dresden.org";"SRID=4326;POINT(13.75823935851797408247 51.0644317635683790968)";2025-03-20 11:14:03;"Jüdischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223020&k=4FE1407E90ACA093F69DCDBEDC55E1B8";"Lageplan_JU01_Alter Jüdischer Friedhof.pdf"
40;"Friedhof Weißig";"EV40";"Hauptstraße (SW) 18";"Hauptstraße (SW)";18;;"01328";57871;"45";"0351-2683257";"www.kirchgemeinde-schoenfeld-weissig.de/index.php?id=22";"kg.schoenfeld_weissig@evlks.de";"SRID=4326;POINT(13.88723713612170485021 51.05944126662566162622)";2025-03-20 11:10:45;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223008&k=CA7329ABA322D38EC32043E598D26C56";"Lageplan_EV40_Friedhof Weißig.pdf"
6;"St.-Pauli-Friedhof";"EV34";"Friedensstraße 2";"Hechtstraße";78;;"01127";18999;"14";"0351-8045804";"neustaedter-friedhoefe.de/Pauli-friedhof.html ";"Friedhof.dresden-neustadt@evlks.de, briefkasten@friedhof-dresden-neustadt.de";"SRID=4326;POINT(13.73887928890002996241 51.0874649894869961031)";2025-03-20 11:09:38;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223003&k=719FEAB015F77EBE83A8DD10ED9BEA19";"Lageplan_EV34_St.-Pauli-Friedhof.pdf"
38;"Friedhof Schönborn";"EV31";"Friedhofstraße 2, 01454 Radeberg";"Seifersdorfer Straße (SB)";5;;"01465";59357;"36";"03528-447107";"www.kirchspiel-radeberger-land.de/?page=kige&topic=Schoenborn";"friedhof.radeberg@evlks.de";"SRID=4326;POINT(13.86706163119107237947 51.14786078584954509552)";2025-03-20 11:09:14;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223002&k=8A3559DC8555DCFF12638D2D4090F20E";"Lageplan_EV31_Friedhof Schönborn.pdf"
10;"Neuer Friedhof Klotzsche";"EV19";"Gertrud-Caspari-Straße 12";"Am Friedhof";6;;"01109";2122;"31";"0351-8805225";"www.kirchgemeinde-klotzsche.de/index.php?id=5";"kg.dd_klotzsche@evlks.de";"SRID=4326;POINT(13.77223712990985227123 51.11953170586351546945)";2025-03-20 11:06:43;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2222989&k=6DE9DC596245017CB9B5EED8A0EBC7F3";"Lageplan_EV19_Neuer Friedhof Klotzsche.pdf"
5;"Innerer Neustädter Friedhof";"EV26";"Friedensstraße 2";"Friedensstraße";2;;"01097";14448;"14";"0351-8045804";"www.neustaedter-friedhoefe.de";"Friedhof.dresden-neustadt@evlks.de";"SRID=4326;POINT(13.74159858362551389632 51.07160984121017577309)";2025-03-20 11:08:17;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2222997&k=2532CA47C4C5A8D6F7F6B26890AD4D05";"Lageplan_EV26_Innerer Neustädter Friedhof.pdf"
58;"Kirchhof Schönfeld (stillgelegt)";"EVKH4";;"Borsbergstraße (SW)";6;;"01328";56868;"47";;"";"";"SRID=4326;POINT(13.89591690037625681953 51.0323309251971650724)";2025-03-20 11:12:20;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223016&k=9D99E20118F7BCE8D48DAB7AEA4EFB8B";"Lageplan_EVKH4_Kirchhof Schönfeld.pdf"
60;"Kirchhof Wilschdorf (stillgelegt)";"EVKH6";;"Reineckeweg";5;;"01109";37323;"32";;;;"SRID=4326;POINT(13.72254023697064084786 51.12183270843775062531)";2025-03-20 11:12:20;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223017&k=4CAE9DAD712D9E1BE603741BA3070EA4";"Lageplan_EVKH6_Kirchhof Wilschdorf.pdf"
13;"Wilschdorfer Friedhof";"EV42";"Reineckeweg 5";"Reineckeweg";8;;"01109";37327;"32";"0351-8808404";"christophorus-dresden.de/?page_id=53";"kg.dd_wilschdorf_Christophorus@evlks.de";"SRID=4326;POINT(13.72343266229587932514 51.12163276116211818589)";2025-04-09 08:35:01;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223010&k=E0C74A8B007D55E6A7AD5588C962B394";"Lageplan_EV42_Wilschdorfer Friedhof.pdf"
9;"Kaditz, Friedhof Spitzhausstraße";"EV17";"Serkowitzer Straße 39";"Spitzhausstraße";24;;"01139";42074;"23";"0351-8361964";"www.laurentius-dresden.de/ueber-uns/kirchen-und-friedhoefe/unsere-friedhoefe/spitzhausfriedhof";"friedhof.dresden-kaditz@evlks.de";"SRID=4326;POINT(13.67446883871842899794 51.08711199005541914175)";2025-03-20 11:05:39;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2222985&k=6BF7CFE6395C6C2A4BA072ADB97616AA";"Lageplan_EV17_Kaditz, Friedhof Spitzhausstraße.pdf"
14;"Waldfriedhof Bad Weißer Hirsch";"EV39";"Luboldtstraße 11";"Am Heiderand";10;;"01324";68698;"42";"0351-2683173";"www.kirche-weisser-hirsch.de/#Friedhof";"kg.dd_weisser_hirsch@evlks.de";"SRID=4326;POINT(13.83141348157801786556 51.06391159489745490418)";2025-03-20 11:10:33;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223007&k=9ACE2E3F93D4C0939E801866C9E08FEA";"Lageplan_EV39_Waldfriedhof Bad Weißer Hirsch.pdf"
57;"Kirchhof Loschwitz (stillgelegt)";"EVKH2";"";"Pillnitzer Landstraße";9;;"01326";35064;"41";"0351-2150050";"www.loschwitzer-kirche.de";"kg.dresden_loschwitz@evlks.de";"SRID=4326;POINT(13.81754951024323574416 51.05315677532898632762)";2025-03-20 11:12:20;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223013&k=4746490C7809CFC54ACA5FF399C334D9";"Lageplan_EVKH2_Kirchhof Leuben.pdf"
15;"Neuer Hosterwitzer Friedhof";"EV13";"Kirchgasse 6";"Dresdner Straße";20;;"01326";11355;"43";"0351-2618330";"www.maria-am-wasser.de";"info@maria-am-wasser.de, kg. dresden_hosterweitz@evlks.de";"SRID=4326;POINT(13.85816390170268164184 51.02043858084362426553)";2025-03-20 11:05:06;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2222983&k=287976775CA293A51C2670BA352D10C8";"Lageplan_EV13_Neuer Hosterwitzer Friedhof.pdf"
37;"Friedhof Langebrück";"EV20";"Kirchstraße 46";"Kirchstraße (LB)";46;;"01465";58293;"36";"035201-70876";"www.kirche-langebrück.de/infos_friedhof/";"kg.langebrueck@evlks.de";"SRID=4326;POINT(13.84089338922434286872 51.13254513094357633918)";2025-03-20 11:07:37;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2222988&k=4A835E972E932E50E03BC48F94446CD3";"Lageplan_EV20_Friedhof Langebrück.pdf"
8;"St.-Markus-Friedhof";"EV33";"Hubertusstraße 1";"Hubertusstraße";1;;"01129";22086;"25";"0351-8567180";"www.laurentius-dresden.de/ueber-uns/kirchen-und-friedhoefe/unsere-friedhoefe/st-markus-friedhof";"St.markusfriedhof.dresden@evlks.de";"SRID=4326;POINT(13.72141389496259122893 51.08598401002009836702)";2025-03-20 11:09:38;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223001&k=3A53C335F09FCEE733B3608E7DFAE31E";"Lageplan_EV33_St.-Markus-Friedhof.pdf"
43;"Neuer Katholischer Friedhof";"KA02";"Bremer Straße 20";"Bremer Straße";20;;"01067";8321;"05";"0351-4963082";"friedhoefe-dresden.de/";"katholische-friedhoefe-dresden@gmx.de";"SRID=4326;POINT(13.70080298538412222342 51.06136731601342404474)";2025-03-20 11:14:03;"Katholischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223021&k=A4BE3E66370187562511E196F271939A";"Lageplan_KA02_Neuer Katholischer Friedhof.pdf"
18;"Friedhof der Ev.-Luth. Kirchgemeinde St. Michael Dresden-Bühlau";"EV05";"Quohrener Straße 18";"Quohrener Straße";18;;"01324";36258;"42";"0351-2683028";"michaelsengel.de/friedhof-bestattung";"kg.dresden_buehlau@evlks.de";"SRID=4326;POINT(13.85679178274147105299 51.05911332758213205807)";2025-03-31 11:17:15;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223531&k=F1E042C2972B29ED246C6E67628FAEA2";"Lageplan_EV05_Friedhof der Ev.-Luth. Kirchgemeinde St. Michael Dresden-Bühlau.pdf"
26;"Friedhof Coschütz";"EV06";"Bernhardstraße 141";"Karlsruher Straße";1;"a";"01189";23928;"85";"0351-4010369";"www.kirche-gittersee.homepage.t-online.de/friedhof.htm";"friedhof-dresden-plauen@gmx.de";"SRID=4326;POINT(13.70692259119867806305 51.01956315504755679058)";2025-03-20 10:57:41;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2222977&k=01C1AE753AD3DADFCEC8542C3CE4301B";"Lageplan_EV06_Friedhof Coschütz.pdf"
34;"Obergorbitzer Friedhof";"EV27";"Rädestraße 31";"Rädestraße";31;;"01169";36660;"95";"0351-4116936";"www.kirchspiel-dresden-west.de/gemeinden/gorbitz/friedhof/";"Obergorbitzer-Friedhof@web.de";"SRID=4326;POINT(13.65760918556179071004 51.04347909973367336534)";2025-03-20 11:08:17;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2222995&k=DF575A7280A015C750873603850E3C9E";"Lageplan_EV27_Obergorbitzer Friedhof.pdf"
36;"Friedhof Unkersdorf";"EV38";"Kirchstraße 6, 01665 Klipphausen OT Weistropp";"Am Schreiberbach";4;"c";"01156";78618;"99";"0351-4537747";"www.bestattung-information.de/partner/ev-luth-friedhof-unkersdorf-in-dresden-gompitz/";;"SRID=4326;POINT(13.59025749746223254988 51.05733805026218163903)";2025-03-20 11:10:25;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223006&k=E954C1267E3255D3008619FDA3347B32";"Lageplan_EV38_Friedhof Unkersdorf.pdf"
44;"Alter Katholischer Friedhof";"KA01";"Bremer Straße 20";"Friedrichstraße";54;;"01067";14708;"05";"0351-4963082 ";"friedhoefe-dresden.de/";"katholische-friedhoefe-dresden@gmx.de";"SRID=4326;POINT(13.71884390765606376306 51.05978866816053596267)";2025-03-20 11:14:03;"Katholischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223023&k=5C63F7C4D0D3D20D2F70598560FFA3DE";"Lageplan_KA01_Alter Katholischer Friedhof.pdf"
2;"Trinitatisfriedhof";"EV37";"Wehlener Str. 13";"Fiedlerstraße";1;;"01307";13470;"06";"0351-2525202";"johannisfriedhof-dresden.de/trinitatisfriedhof-oeffnungszeiten-und-kontakt/";"info@johannisfriedhof-dresden.de";"SRID=4326;POINT(13.77276378176612148252 51.05353430426310268331)";2025-03-20 11:10:08;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223009&k=7D60AB5DFCDF90E5F4F7347DF9D68DDC";"Lageplan_EV37_Trinitatisfriedhof.pdf"
35;"Friedhof Cossebaude";"EV07";"Friedhofsweg (CB) 6";"Friedhofsweg (CB)";6;;"01156";77653;"90";"0351-4520515";"www.kirchspiel-dresden-west.de/gemeinden/cossebaude/friedhof/";"Friedhof.Dresden-Cossebaude@evlks.de";"SRID=4326;POINT(13.61839378243863407647 51.07863080442400161019)";2025-03-20 10:57:58;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2222975&k=1E2EB138EAA56CB1B45DE0C5ECD18357";"Lageplan_EV07_Bergfriedhof Cossebaude.pdf"
23;"Leubnitzer Friedhof";"EV22";"Menzelgasse 2";"Menzelgasse";4;;"01219";77506;"75";"0351-47944900";"kirchspiel-dresden-sued.de/leubnitz-neuostra/friedhof-leubnitz";"Friedhof.DD_Leubnitz_Neuostra@evlks.de";"SRID=4326;POINT(13.76711732495418871736 51.01282220821363466712)";2025-03-20 11:07:37;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2222990&k=42574FF318C9EB0B93D1FE0ACC480F74";"Lageplan_EV22_Leubnitzer Friedhof.pdf"
62;"Äußerer Matthäusfriedhof (geschlossen)";"EV43";"Schützengasse 16";"Bremer Straße";18;;"01067";8320;"05";"0351 494350";"www.bestattung-information.de/partner/ev-luth-aeusserer-matthaeus-friedhof-in-dresden-friedrichstadt/";"info@uzdresden.de";"SRID=4326;POINT(13.70475681886930630071 51.06212569176040005914)";2025-03-20 11:11:26;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223014&k=D4D14A80285ABC542B3A659140797E2C";"Lageplan_EV43_Äußerer Matthäusfriedhof.pdf"
22;"Friedhof Leuben";"EV21";"Altleuben 13";"Pirnaer Landstraße";113;;"01257";68515;"61";"0351-2031647";"friedhof-leuben.de";"friedhof.dd_leuben@evlks.de";"SRID=4326;POINT(13.82511227495790784303 51.01365184531928775868)";2025-03-20 11:07:37;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2222993&k=0813A2FD54496628ACA57C7D382E8ECB";"Lageplan_EV21_Friedhof Leuben.pdf"
45;"Neuer Israelitischer Friedhof";"JU02";"Freiberger Straße 39";"Fiedlerstraße";3;;"01307";13474;"06";"0351-656070";"www.bestattung-information.de/partner/neuer-juedischer-friedhof-in-dresden-johannstadt/";"Jued.Gemeinde.zu-DD@freenet.de, verwaltungsleitung@jg-dresden.org";"SRID=4326;POINT(13.77677255924239574369 51.05404275431703808863)";2025-03-20 11:14:03;"Jüdischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223019&k=6DCBB1A0504C68AFEC0279C14DF988BF";"Lageplan_JU02_Neuer Israelitischer Friedhof.pdf"
25;"Äußerer Plauenscher Friedhof";"EV28";"Bernhardstraße 141";"Bernhardstraße";141;;"01187";6535;"86";"0351-4010683";"www.friedhof-dresden-plauen.de/aeusserer-friedhof/";"friedhof-dresden-plauen@gmx.de";"SRID=4326;POINT(13.70729180112224732113 51.01995633839258914577)";2025-03-20 11:08:17;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2222996&k=C95287A515103ECA66572C3EE07799C1";"Lageplan_EV28_Äußerer Plauenscher Friedhof.pdf"
39;"Friedhof Schönfeld";"EV32";"Borsbergstraße (SW) 6";"Borsbergstraße (SW)";6;;"01328";56868;"47";"0351-2683257";"www.kirchgemeinde-schoenfeld-weissig.de/index.php?id=22";"kg.schoenfeld_weissig@evlks.de";"SRID=4326;POINT(13.90072544602230486532 51.030639390785253795)";2025-03-20 11:09:38;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223000&k=6B6C402F3A652BFFEB033E8799C1692F";"Lageplan_EV32_Friedhof Schönfeld.pdf"
19;"Striesener Friedhof Dresden";"EV36";"Gottleubaer Straße 2";"Gottleubaer Straße";2;;"01277";16673;"53";"0351-3100511";"www.Striesener-Friedhof-Dresden.de";"StriesenerFriedhof-Dresden@t-online.de";"SRID=4326;POINT(13.79898611466926894309 51.03891743623619703385)";2025-03-20 11:09:57;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223005&k=418163ABDBBFAFF6401EB9E6C36FE66C";"Lageplan_EV36_Striesener Friedhof Dresden.pdf"
55;"Kirchhof Klotzsche (stillgelegt)";"EVKH1";"";"Altklotzsche";63;"a";"01109";1056;"31";"";"";"";"SRID=4326;POINT(13.76171392312851970985 51.11513442683079944118)";2025-03-20 11:12:20;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223012&k=065E0AB5F34D5FB1C2CFFB2CDF3AFDB4";"Lageplan_EVKH1_Kirchhof Klotzsche.pdf"
16;"Kirchhof ""Maria am Wasser"" Hosterwitz (beschränkt geschlossen)";"EV12";"Kirchgasse 6";"Kirchgasse";6;;"01326";24902;"43";"0351-2611011";"www.maria-am-wasser.de";"info@maria-am-wasser.de, kg. dresden_hosterweitz@evlks.de";"SRID=4326;POINT(13.85684403430594002771 51.01496223428667775579)";2025-03-20 11:04:48;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2222981&k=087146D652336F0EAE9E83A88E90D802";"Lageplan_EV12_Hosterwitz Kirchhof Maria am Wasser.pdf"
59;"Kirchhof Weixdorf (stillgelegt)";"EVKH5";;"Königsbrücker Landstraße";375;;"01108";60964;"35";;"www.kirche-weixdorf.de";;"SRID=4326;POINT(13.80830680197858306713 51.15156982633445892361)";2025-03-20 11:12:20;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223018&k=CDCC0059E38A6071D7EA94EC57077F2F";"Lageplan_EVKH5_Kirchhof Weixdorf.pdf"
102;"Kirchhof Leuben (stillgelegt)";"EVKH2";;"Altleuben";9;;"01257";1114;"61";;;;"SRID=4326;POINT(13.82591627985049420602 51.01076729804795206746)";2025-03-20 11:12:20;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223013&k=4746490C7809CFC54ACA5FF399C334D9";"Lageplan_EVKH2_Kirchhof Leuben.pdf"
33;"Äußerer Briesnitzer Friedhof";"EV03";"Merbitzer Straße 21";"Merbitzer Straße";21;;"01157";31288;"98";"0351-4210387";"www.kirchspiel-dresden-west.de/gemeinden/briesnitz/friedhof/";"friedhofdresdenbriesnitz@freenet.de, kg.dresden_briesnitz@evlks.de";"SRID=4326;POINT(13.66779666706838547441 51.06775108608717061998)";2025-03-20 10:56:55;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2222971&k=26FA41D3CE3452A18C4B7AF3B0248938";"Lageplan_EV03_Äußerer Briesnitzer Friedhof.pdf"
21;"Stephanusfriedhof Zschachwitz";"EV35";"Meußlitzer Straße 113";;;;;;"63";"0351-2039234";"www.kirche-dresden-ost.de/friedhoefe/stephanusfriedhof-zschachwitz";"friedhof.dd_zschachwitz@evlks.de";"SRID=4326;POINT(13.8525851197038072371 51.00154836284914949829)";2025-03-20 11:09:57;"Evangelischer Friedhof";"https://stadtplan.dresden.de/getimage/image.ashx/?w=500&id=2223004&k=2DB872E0939A53EB877B382C7D65DF10";"Lageplan_EV35_Stephanusfriedhof Zschachwitz.pdf"
